User Id,Datetime,Amount
518,08-10-2022 03:41,1420
157,08-10-2022 04:03,18888
421,08-10-2022 04:23,10000
254,08-10-2022 04:32,3000
5,08-10-2022 04:45,10000
421,08-10-2022 04:46,6500
586,08-10-2022 05:03,9500
836,08-10-2022 05:04,10000
99,08-10-2022 05:09,447723
440,08-10-2022 05:10,1200
836,08-10-2022 05:39,20000
934,08-10-2022 05:48,1000
567,08-10-2022 06:18,7995
454,08-10-2022 06:22,10000
82,08-10-2022 06:30,900
547,08-10-2022 07:15,27000
989,08-10-2022 07:27,35000
967,08-10-2022 07:33,8800
324,08-10-2022 08:00,3800
849,08-10-2022 08:15,5346
518,08-10-2022 08:28,360
202,08-10-2022 08:43,6500
790,08-10-2022 08:52,3900
790,08-10-2022 08:55,9800
272,08-10-2022 08:58,23530
474,08-10-2022 08:59,6000
196,08-10-2022 09:02,10000
380,08-10-2022 09:03,7000
795,08-10-2022 09:20,4000
754,08-10-2022 09:22,3474
190,08-10-2022 09:37,3000
18,08-10-2022 10:14,1000
672,08-10-2022 10:27,18750
920,08-10-2022 10:34,56600
162,08-10-2022 10:45,90000
967,08-10-2022 10:46,39000
962,08-10-2022 10:57,20790
421,08-10-2022 11:10,17500
836,08-10-2022 11:36,5000
978,08-10-2022 11:43,500
137,08-10-2022 11:58,22000
47,08-10-2022 12:10,4500
344,08-10-2022 13:13,160000
989,08-10-2022 13:17,16000
18,08-10-2022 13:19,4000
418,08-10-2022 13:21,20000
438,08-10-2022 13:29,594851
82,08-10-2022 13:29,2600
222,08-10-2022 13:39,30692
829,08-10-2022 13:51,7000
289,08-10-2022 13:57,6000
47,08-10-2022 14:11,2386
140,08-10-2022 14:16,3000
421,08-10-2022 14:33,21000
82,08-10-2022 14:54,39650
922,08-10-2022 15:01,50000
836,08-10-2022 15:04,6000
47,08-10-2022 15:26,1000
153,08-10-2022 16:03,6000
261,08-10-2022 16:06,2500
47,08-10-2022 16:16,3137
292,08-10-2022 16:21,7500
944,08-10-2022 16:23,1000
78,08-10-2022 16:27,8600
637,08-10-2022 16:43,14000
980,08-10-2022 16:49,650
182,08-10-2022 16:49,5618
78,08-10-2022 16:52,57500
852,08-10-2022 17:04,15050
836,08-10-2022 17:34,15000
47,08-10-2022 18:17,6000
509,08-10-2022 18:23,10000
763,08-10-2022 19:07,1561
930,08-10-2022 19:26,50000
190,08-10-2022 20:07,4979
78,08-10-2022 20:08,25000
930,08-10-2022 20:22,30000
829,08-10-2022 20:26,9000
980,08-10-2022 20:42,4500
449,08-10-2022 20:54,30476
